id,vid,vendor,pid,device,type,net,screen,height,width,driver,image,,,,,
d-0d7d-0110,v-0d7d,Phison Electronics Corp.,p-0110,Gigabyte FlexDrive,,,,,,,,,,,,
d-0d7d-0120,v-0d7d,Phison Electronics Corp.,p-0120,Disk Pro 64MB,,,,,,,,,,,,
d-0d7d-0124,v-0d7d,Phison Electronics Corp.,p-0124,GIGABYTE Disk,,,,,,,,,,,,
d-0d7d-0240,v-0d7d,Phison Electronics Corp.,p-0240,I/O-Magic/Transcend 6-in-1 Card Reader,,,,,,,,,,,,
d-0d7d-110e,v-0d7d,Phison Electronics Corp.,p-110e,NEC uPD720121/130 USB-ATA/ATAPI Bridge,,,,,,,,,,,,
d-0d7d-1240,v-0d7d,Phison Electronics Corp.,p-1240,Apacer 6-in-1 Card Reader 2.0,,,,,,,,,,,,
d-0d7d-1270,v-0d7d,Phison Electronics Corp.,p-1270,Wolverine SixPac 6000,,,,,,,,,,,,
d-0d7d-1300,v-0d7d,Phison Electronics Corp.,p-1300,Flash Disk,,,,,,,,,,,,
d-0d7d-1320,v-0d7d,Phison Electronics Corp.,p-1320,PS2031 Flash Disk,,,,,,,,,,,,
d-0d7d-1400,v-0d7d,Phison Electronics Corp.,p-1400,Attache 256MB USB 2.0 Flash Drive,,,,,,,,,,,,
d-0d7d-1420,v-0d7d,Phison Electronics Corp.,p-1420,PS2044 Pen Drive,,,,,,,,,,,,
d-0d7d-1470,v-0d7d,Phison Electronics Corp.,p-1470,Vosonic X's-Drive II+ VP2160,,,,,,,,,,,,
d-0d7d-1620,v-0d7d,Phison Electronics Corp.,p-1620,USB Disk Pro,,,,,,,,,,,,
d-0d7d-1900,v-0d7d,Phison Electronics Corp.,p-1900,USB Thumb Drive,,,,,,,,,,,,
d-0d7e-2507,v-0d7e,American Computer & Digital Components,p-2507,Hi-Speed USB-to-IDE Bridge Controller,,,,,,,,,,,,
d-0d7e-2517,v-0d7e,American Computer & Digital Components,p-2517,Hi-Speed Mass Storage Device,,,,,,,,,,,,
d-0d7e-25c7,v-0d7e,American Computer & Digital Components,p-25c7,Hi-Speed USB-to-IDE Bridge Controller,,,,,,,,,,,,
d-0d7f-0100,v-0d7f,Essential Reality LLC,p-0100,P5 Glove glove controller,,,,,,,,,,,,
d-0d8a-0101,v-0d8a,"King Jim Co., Ltd",p-0101,TEPRA PRO,,,,,,,,,,,,
d-0d8c-0001,v-0d8c,"C-Media Electronics, Inc.",p-0001,Audio Device,,,,,,,,,,,,
d-0d8c-0002,v-0d8c,"C-Media Electronics, Inc.",p-0002,Composite Device,,,,,,,,,,,,
d-0d8c-0003,v-0d8c,"C-Media Electronics, Inc.",p-0003,Sound Device,,,,,,,,,,,,
d-0d8c-0006,v-0d8c,"C-Media Electronics, Inc.",p-0006,Storm HP-USB500 5.1 Headset,,,,,,,,,,,,
d-0d8c-000c,v-0d8c,"C-Media Electronics, Inc.",p-000c,Audio Adapter,,,,,,,,,,,,
d-0d8c-000d,v-0d8c,"C-Media Electronics, Inc.",p-000d,Composite Device,,,,,,,,,,,,
d-0d8c-000e,v-0d8c,"C-Media Electronics, Inc.",p-000e,"Audio Adapter (Planet UP-100, Genius G-Talk)",,,,,,,,,,,,
d-0d8c-001f,v-0d8c,"C-Media Electronics, Inc.",p-001f,CM108 Audio Controller,,,,,,,,,,,,
d-0d8c-0102,v-0d8c,"C-Media Electronics, Inc.",p-0102,CM106 Like Sound Device,,,,,,,,,,,,
d-0d8c-0103,v-0d8c,"C-Media Electronics, Inc.",p-0103,CM102-A+/102S+ Audio Controller,,,,,,,,,,,,
d-0d8c-0104,v-0d8c,"C-Media Electronics, Inc.",p-0104,CM103+ Audio Controller,,,,,,,,,,,,
d-0d8c-0105,v-0d8c,"C-Media Electronics, Inc.",p-0105,CM108 Audio Controller,,,,,,,,,,,,
d-0d8c-0107,v-0d8c,"C-Media Electronics, Inc.",p-0107,CM108 Audio Controller,,,,,,,,,,,,
d-0d8c-010f,v-0d8c,"C-Media Electronics, Inc.",p-010f,CM108 Audio Controller,,,,,,,,,,,,
d-0d8c-0115,v-0d8c,"C-Media Electronics, Inc.",p-0115,CM108 Audio Controller,,,,,,,,,,,,
d-0d8c-0201,v-0d8c,"C-Media Electronics, Inc.",p-0201,CM6501,,,,,,,,,,,,
d-0d8c-5000,v-0d8c,"C-Media Electronics, Inc.",p-5000,Mass Storage Controller,,,,,,,,,,,,
d-0d8c-5200,v-0d8c,"C-Media Electronics, Inc.",p-5200,"Mass Storage Controller(0D8C,5200)",,,,,,,,,,,,
d-0d8c-b213,v-0d8c,"C-Media Electronics, Inc.",p-b213,"USB Phone CM109 (aka CT2000,VPT1000)",,,,,,,,,,,,
d-0d8d-0234,v-0d8d,"Promotion & Display Technology, Ltd",p-0234,V-234 Composite Device,,,,,,,,,,,,
d-0d8d-0550,v-0d8d,"Promotion & Display Technology, Ltd",p-0550,V-550 Composite Device,,,,,,,,,,,,
d-0d8d-0551,v-0d8d,"Promotion & Display Technology, Ltd",p-0551,V-551 Composite Device,,,,,,,,,,,,
d-0d8d-0552,v-0d8d,"Promotion & Display Technology, Ltd",p-0552,V-552 Composite Device,,,,,,,,,,,,
d-0d8d-0651,v-0d8d,"Promotion & Display Technology, Ltd",p-0651,V-651 Composite Device,,,,,,,,,,,,
d-0d8d-0652,v-0d8d,"Promotion & Display Technology, Ltd",p-0652,V-652 Composite Device,,,,,,,,,,,,
d-0d8d-0653,v-0d8d,"Promotion & Display Technology, Ltd",p-0653,V-653 Composite Device,,,,,,,,,,,,
d-0d8d-0654,v-0d8d,"Promotion & Display Technology, Ltd",p-0654,V-654 Composite Device,,,,,,,,,,,,
d-0d8d-0655,v-0d8d,"Promotion & Display Technology, Ltd",p-0655,V-655 Composite Device,,,,,,,,,,,,
d-0d8d-0656,v-0d8d,"Promotion & Display Technology, Ltd",p-0656,V-656 Composite Device,,,,,,,,,,,,
d-0d8d-0657,v-0d8d,"Promotion & Display Technology, Ltd",p-0657,V-657 Composite Device,,,,,,,,,,,,
d-0d8d-0658,v-0d8d,"Promotion & Display Technology, Ltd",p-0658,V-658 Composite Device,,,,,,,,,,,,
d-0d8d-0659,v-0d8d,"Promotion & Display Technology, Ltd",p-0659,V-659 Composite Device,,,,,,,,,,,,
d-0d8d-0660,v-0d8d,"Promotion & Display Technology, Ltd",p-0660,V-660 Composite Device,,,,,,,,,,,,
d-0d8d-0661,v-0d8d,"Promotion & Display Technology, Ltd",p-0661,V-661 Composite Device,,,,,,,,,,,,
d-0d8d-0662,v-0d8d,"Promotion & Display Technology, Ltd",p-0662,V-662 Composite Device,,,,,,,,,,,,
d-0d8d-0850,v-0d8d,"Promotion & Display Technology, Ltd",p-0850,V-850 Composite Device,,,,,,,,,,,,
d-0d8d-0851,v-0d8d,"Promotion & Display Technology, Ltd",p-0851,V-851 Composite Device,,,,,,,,,,,,
d-0d8d-0852,v-0d8d,"Promotion & Display Technology, Ltd",p-0852,V-852 Composite Device,,,,,,,,,,,,
d-0d8d-0901,v-0d8d,"Promotion & Display Technology, Ltd",p-0901,V-901 Composite Device,,,,,,,,,,,,
d-0d8d-0902,v-0d8d,"Promotion & Display Technology, Ltd",p-0902,V-902 Composite Device,,,,,,,,,,,,
d-0d8d-0903,v-0d8d,"Promotion & Display Technology, Ltd",p-0903,V-903 Composite Device,,,,,,,,,,,,
d-0d8d-4754,v-0d8d,"Promotion & Display Technology, Ltd",p-4754,Voyager DMP Composite Device,,,,,,,,,,,,
d-0d8d-bb00,v-0d8d,"Promotion & Display Technology, Ltd",p-bb00,Bloomberg Composite Device,,,,,,,,,,,,
d-0d8d-bb01,v-0d8d,"Promotion & Display Technology, Ltd",p-bb01,Bloomberg Composite Device,,,,,,,,,,,,
d-0d8d-bb02,v-0d8d,"Promotion & Display Technology, Ltd",p-bb02,Bloomberg Composite Device,,,,,,,,,,,,
d-0d8d-bb03,v-0d8d,"Promotion & Display Technology, Ltd",p-bb03,Bloomberg Composite Device,,,,,,,,,,,,
d-0d8d-bb04,v-0d8d,"Promotion & Display Technology, Ltd",p-bb04,Bloomberg Composite Device,,,,,,,,,,,,
d-0d8d-bb05,v-0d8d,"Promotion & Display Technology, Ltd",p-bb05,Bloomberg Composite Device,,,,,,,,,,,,
d-0d8d-fffe,v-0d8d,"Promotion & Display Technology, Ltd",p-fffe,Global Tuner Composite Device,,,,,,,,,,,,
d-0d8d-ffff,v-0d8d,"Promotion & Display Technology, Ltd",p-ffff,Voyager DMP Composite Device,,,,,,,,,,,,
d-0d8e-0163,v-0d8e,"Global Sun Technology, Inc.",p-0163,802.11g 54 Mbps Wireless Dongle,,,,,,,,,,,,
d-0d8e-1621,v-0d8e,"Global Sun Technology, Inc.",p-1621,802.11b Wireless Adapter,,,,,,,,,,,,
d-0d8e-3762,v-0d8e,"Global Sun Technology, Inc.",p-3762,Cohiba 802.11g Wireless Mini adapter [Intersil ISL3887],,,,,,,,,,,,
d-0d8e-3763,v-0d8e,"Global Sun Technology, Inc.",p-3763,802.11g Wireless dongle,,,,,,,,,,,,
d-0d8e-7100,v-0d8e,"Global Sun Technology, Inc.",p-7100,802.11b Adapter,,,,,,,,,,,,
d-0d8e-7110,v-0d8e,"Global Sun Technology, Inc.",p-7110,WL-210 / WU210P 802.11b Wireless Adapter [Atmel AT76C503A],,,,,,,,,,,,
d-0d8e-7605,v-0d8e,"Global Sun Technology, Inc.",p-7605,TRENDnet TEW-224UB 802.11b Wireless Adapter [Atmel AT76C503A],,,,,,,,,,,,
d-0d8e-7801,v-0d8e,"Global Sun Technology, Inc.",p-7801,AR5523,,,,,,,,,,,,
d-0d8e-7802,v-0d8e,"Global Sun Technology, Inc.",p-7802,AR5523 (no firmware),,,,,,,,,,,,
d-0d8e-7811,v-0d8e,"Global Sun Technology, Inc.",p-7811,AR5523,,,,,,,,,,,,
d-0d8e-7812,v-0d8e,"Global Sun Technology, Inc.",p-7812,AR5523 (no firmware),,,,,,,,,,,,
d-0d8e-7a01,v-0d8e,"Global Sun Technology, Inc.",p-7a01,PRISM25 802.11b Adapter,,,,,,,,,,,,
d-0d96-0000,v-0d96,"Skanhex Technology, Inc.",p-0000,Jenoptik JD350 video,,,,,,,,,,,,
d-0d96-3300,v-0d96,"Skanhex Technology, Inc.",p-3300,SX330z Camera,,,,,,,,,,,,
d-0d96-4100,v-0d96,"Skanhex Technology, Inc.",p-4100,SX410z Camera,,,,,,,,,,,,
d-0d96-4102,v-0d96,"Skanhex Technology, Inc.",p-4102,MD 9700 Camera,,,,,,,,,,,,
d-0d96-4104,v-0d96,"Skanhex Technology, Inc.",p-4104,Jenoptik JD-4100z3s,,,,,,,,,,,,
d-0d96-410a,v-0d96,"Skanhex Technology, Inc.",p-410a,Medion 9801/Novatech SX-410z,,,,,,,,,,,,
d-0d96-5200,v-0d96,"Skanhex Technology, Inc.",p-5200,SX-520z Camera,,,,,,,,,,,,
d-0d97-0001,v-0d97,Santa Barbara Instrument Group,p-0001,SBIG Astronomy Camera (without firmware),,,,,,,,,,,,
d-0d97-0101,v-0d97,Santa Barbara Instrument Group,p-0101,SBIG Astronomy Camera (with firmware),,,,,,,,,,,,
d-0d98-0300,v-0d98,Mars Semiconductor Corp.,p-0300,Avaya Wireless Card,,,,,,,,,,,,
d-0d9a-0001,v-0d9a,RTX Telecom AS,p-0001,Bluetooth Device,,,,,,,,,,,,
d-0d9e-0300,v-0d9e,Avaya,p-0300,Wireless Card,,,,,,,,,,,,
d-0d9f-0001,v-0d9f,"Powercom Co., Ltd",p-0001,Uninterruptible Power Supply,,,,,,,,,,,,
d-0d9f-0002,v-0d9f,"Powercom Co., Ltd",p-0002,Black Knight PRO / WOW Uninterruptible Power Supply (Cypress HID->COM RS232),,,,,,,,,,,,
d-0d9f-00a2,v-0d9f,"Powercom Co., Ltd",p-00a2,Imperial Uninterruptible Power Supply (HID PDC),,,,,,,,,,,,
d-0d9f-00a3,v-0d9f,"Powercom Co., Ltd",p-00a3,Smart King PRO Uninterruptible Power Supply (HID PDC),,,,,,,,,,,,
d-0d9f-00a4,v-0d9f,"Powercom Co., Ltd",p-00a4,WOW Uninterruptible Power Supply (HID PDC),,,,,,,,,,,,
d-0d9f-00a5,v-0d9f,"Powercom Co., Ltd",p-00a5,Vanguard Uninterruptible Power Supply (HID PDC),,,,,,,,,,,,
d-0d9f-00a6,v-0d9f,"Powercom Co., Ltd",p-00a6,Black Knight PRO Uninterruptible Power Supply (HID PDC),,,,,,,,,,,,
d-0da4-0001,v-0da4,Polar Electro OY,p-0001,Interface,,,,,,,,,,,,
d-0da8-0001,v-0da8,"softDSP Co., Ltd",p-0001,SDS 200A Oscilloscope,,,,,,,,,,,,
d-0dab-0100,v-0dab,Cubig Group,p-0100,DVR/CVR-M140 MP3 Player,,,,,,,,,,,,
d-0db0-1020,v-0db0,Micro Star International,p-1020,PC2PC WLAN Card,,,,,,,,,,,,
d-0db0-1967,v-0db0,Micro Star International,p-1967,Bluetooth Dongle,,,,,,,,,,,,
d-0db0-3801,v-0db0,Micro Star International,p-3801,Motorola Bluetooth 2.1+EDR Device,,,,,,,,,,,,
d-0db0-4011,v-0db0,Micro Star International,p-4011,Medion Flash XL V2.0 Card Reader,,,,,,,,,,,,
d-0db0-4600,v-0db0,Micro Star International,p-4600,802.11b/g Turbo Wireless Adapter,,,,,,,,,,,,
d-0db0-5501,v-0db0,Micro Star International,p-5501,Mass Storage Device,,,,,,,,,,,,
d-0db0-5502,v-0db0,Micro Star International,p-5502,Mass Storage Device,,,,,,,,,,,,
d-0db0-5513,v-0db0,Micro Star International,p-5513,MP3 Player,,,,,,,,,,,,
d-0db0-5515,v-0db0,Micro Star International,p-5515,MP3 Player,,,,,,,,,,,,
d-0db0-5516,v-0db0,Micro Star International,p-5516,MP3 Player,,,,,,,,,,,,
d-0db0-5580,v-0db0,Micro Star International,p-5580,Mega Sky 580 DVB-T Tuner [M902x],,,,,,,,,,,,
d-0db0-5581,v-0db0,Micro Star International,p-5581,Mega Sky 580 DVB-T Tuner [GL861],,,,,,,,,,,,
d-0db0-6823,v-0db0,Micro Star International,p-6823,UB11B/MS-6823 802.11b Wi-Fi adapter,,,,,,,,,,,,
d-0db0-6826,v-0db0,Micro Star International,p-6826,IEEE 802.11g Wireless Network Adapter,,,,,,,,,,,,
d-0db0-6855,v-0db0,Micro Star International,p-6855,Bluetooth Device,,,,,,,,,,,,
d-0db0-6861,v-0db0,Micro Star International,p-6861,MSI-6861 802.11g WiFi adapter,,,,,,,,,,,,
d-0db0-6865,v-0db0,Micro Star International,p-6865,RT2570,,,,,,,,,,,,
d-0db0-6869,v-0db0,Micro Star International,p-6869,RT2570,,,,,,,,,,,,
d-0db0-6874,v-0db0,Micro Star International,p-6874,RT2573,,,,,,,,,,,,
d-0db0-6877,v-0db0,Micro Star International,p-6877,RT2573,,,,,,,,,,,,
d-0db0-6881,v-0db0,Micro Star International,p-6881,Bluetooth Class I EDR Device,,,,,,,,,,,,
d-0db0-688a,v-0db0,Micro Star International,p-688a,Bluetooth Class I EDR Device,,,,,,,,,,,,
d-0db0-6899,v-0db0,Micro Star International,p-6899,802.11bgn 1T1R Mini Card Wireless Adapter,,,,,,,,,,,,
d-0db0-6970,v-0db0,Micro Star International,p-6970,MS-6970 BToes Bluetooth adapter,,,,,,,,,,,,
d-0db0-697a,v-0db0,Micro Star International,p-697a,Bluetooth Dongle,,,,,,,,,,,,
d-0db0-6982,v-0db0,Micro Star International,p-6982,Medion Flash XL Card Reader,,,,,,,,,,,,
d-0db0-a861,v-0db0,Micro Star International,p-a861,RT2573,,,,,,,,,,,,
d-0db0-a874,v-0db0,Micro Star International,p-a874,RT2573,,,,,,,,,,,,
d-0db0-a970,v-0db0,Micro Star International,p-a970,Bluetooth dongle,,,,,,,,,,,,
d-0db0-a97a,v-0db0,Micro Star International,p-a97a,Bluetooth EDR Device,,,,,,,,,,,,
d-0db0-b970,v-0db0,Micro Star International,p-b970,Bluetooth EDR Device,,,,,,,,,,,,
d-0db0-b97a,v-0db0,Micro Star International,p-b97a,Bluetooth EDR Device,,,,,,,,,,,,
d-0db7-0002,v-0db7,ELCON Systemtechnik,p-0002,Goldpfeil P-LAN,,,,,,,,,,,,
d-0dbc-0003,v-0dbc,A&D Medical,p-0003,AND Serial Cable [AND Smart Cable],,,,,,,,,,,,
d-0dbf-0002,v-0dbf,Jess-Link International,p-0002,SmartDongle Security Key,,,,,,,,,,,,
d-0dbf-0200,v-0dbf,Jess-Link International,p-0200,HDD Storage Solution,,,,,,,,,,,,
d-0dbf-021b,v-0dbf,Jess-Link International,p-021b,USB-2.0 IDE Adapter,,,,,,,,,,,,
d-0dbf-0300,v-0dbf,Jess-Link International,p-0300,Storage Adapter,,,,,,,,,,,,
d-0dbf-0333,v-0dbf,Jess-Link International,p-0333,Storage Adapter,,,,,,,,,,,,
d-0dbf-0707,v-0dbf,Jess-Link International,p-0707,ZIV Drive,,,,,,,,,,,,
d-0dc3-0801,v-0dc3,"Athena Smartcard Solutions, Inc.",p-0801,ASEDrive III,,,,,,,,,,,,
d-0dc3-0802,v-0dc3,"Athena Smartcard Solutions, Inc.",p-0802,ASEDrive IIIe,,,,,,,,,,,,
d-0dc3-1104,v-0dc3,"Athena Smartcard Solutions, Inc.",p-1104,ASEDrive IIIe KB,,,,,,,,,,,,
d-0dc3-1701,v-0dc3,"Athena Smartcard Solutions, Inc.",p-1701,ASEKey,,,,,,,,,,,,
d-0dc3-1702,v-0dc3,"Athena Smartcard Solutions, Inc.",p-1702,ASEKey,,,,,,,,,,,,
d-0dc4-0040,v-0dc4,"Macpower Peripherals, Ltd",p-0040,Mass Storage Device,,,,,,,,,,,,
d-0dc4-0041,v-0dc4,"Macpower Peripherals, Ltd",p-0041,Mass Storage Device,,,,,,,,,,,,
d-0dc4-0042,v-0dc4,"Macpower Peripherals, Ltd",p-0042,Mass Storage Device,,,,,,,,,,,,
d-0dc4-0101,v-0dc4,"Macpower Peripherals, Ltd",p-0101,Hi-Speed Mass Storage Device,,,,,,,,,,,,
d-0dc6-2301,v-0dc6,Precision Squared Technology Corp.,p-2301,Wireless Touchpad Keyboard,,,,,,,,,,,,
d-0dcd-0001,v-0dcd,NetworkFab Corp.,p-0001,Remote Interface Adapter,,,,,,,,,,,,
d-0dcd-0002,v-0dcd,NetworkFab Corp.,p-0002,High Bandwidth Codec,,,,,,,,,,,,
d-0dd0-1002,v-0dd0,Access Solutions,p-1002,Triple Talk Speech Synthesizer,,,,,,,,,,,,
d-0dd2-0003,v-0dd2,"Power Quotient International Co., Ltd",p-0003,Mass Storage (P),,,,,,,,,,,,
d-0dd8-1060,v-0dd8,"Netac Technology Co., Ltd",p-1060,USB-CF-Card,,,,,,,,,,,,
d-0dd8-e007,v-0dd8,"Netac Technology Co., Ltd",p-e007,OnlyDisk U222 Pendrive,,,,,,,,,,,,
d-0dd8-f607,v-0dd8,"Netac Technology Co., Ltd",p-f607,OnlyDisk U208 1G flash drive [U-SAFE],,,,,,,,,,,,
d-0dda-0001,v-0dda,"Integrated Circuit Solution, Inc.",p-0001,Multi-Card Reader 6in1,,,,,,,,,,,,
d-0dda-0002,v-0dda,"Integrated Circuit Solution, Inc.",p-0002,Multi-Card Reader 7in1,,,,,,,,,,,,
d-0dda-0003,v-0dda,"Integrated Circuit Solution, Inc.",p-0003,Flash Disk,,,,,,,,,,,,
d-0dda-0005,v-0dda,"Integrated Circuit Solution, Inc.",p-0005,Internal Multi-Card Reader 6in1,,,,,,,,,,,,
d-0dda-0008,v-0dda,"Integrated Circuit Solution, Inc.",p-0008,SD single card reader,,,,,,,,,,,,
d-0dda-0009,v-0dda,"Integrated Circuit Solution, Inc.",p-0009,MS single card reader,,,,,,,,,,,,
d-0dda-000a,v-0dda,"Integrated Circuit Solution, Inc.",p-000a,MS+SD Dual Card Reader,,,,,,,,,,,,
d-0dda-000b,v-0dda,"Integrated Circuit Solution, Inc.",p-000b,SM single card reader,,,,,,,,,,,,
d-0dda-0101,v-0dda,"Integrated Circuit Solution, Inc.",p-0101,All-In-One Card Reader,,,,,,,,,,,,
d-0dda-0102,v-0dda,"Integrated Circuit Solution, Inc.",p-0102,All-In-One Card Reader,,,,,,,,,,,,
d-0dda-0301,v-0dda,"Integrated Circuit Solution, Inc.",p-0301,MP3 Player,,,,,,,,,,,,
d-0dda-0302,v-0dda,"Integrated Circuit Solution, Inc.",p-0302,Multi-Card MP3 Player,,,,,,,,,,,,
d-0dda-1001,v-0dda,"Integrated Circuit Solution, Inc.",p-1001,Multi-Flash Disk,,,,,,,,,,,,
d-0dda-2001,v-0dda,"Integrated Circuit Solution, Inc.",p-2001,Multi-Card Reader,,,,,,,,,,,,
d-0dda-2002,v-0dda,"Integrated Circuit Solution, Inc.",p-2002,Q018 default PID,,,,,,,,,,,,
d-0dda-2003,v-0dda,"Integrated Circuit Solution, Inc.",p-2003,Multi-Card Reader,,,,,,,,,,,,
d-0dda-2005,v-0dda,"Integrated Circuit Solution, Inc.",p-2005,Datalux DLX-1611 16in1 Card Reader,,,,,,,,,,,,
d-0dda-2006,v-0dda,"Integrated Circuit Solution, Inc.",p-2006,All-In-One Card Reader,,,,,,,,,,,,
d-0dda-2007,v-0dda,"Integrated Circuit Solution, Inc.",p-2007,USB to ATAPI bridge,,,,,,,,,,,,
d-0dda-2008,v-0dda,"Integrated Circuit Solution, Inc.",p-2008,All-In-One Card Reader,,,,,,,,,,,,
d-0dda-2013,v-0dda,"Integrated Circuit Solution, Inc.",p-2013,SD/MS Combo Card Reader,,,,,,,,,,,,
d-0dda-2014,v-0dda,"Integrated Circuit Solution, Inc.",p-2014,SD/MS Single Card Reader,,,,,,,,,,,,
d-0dda-2023,v-0dda,"Integrated Circuit Solution, Inc.",p-2023,card reader SD/MS DEMO board with ICSI brand name (MaskROM version),,,,,,,,,,,,
d-0dda-2024,v-0dda,"Integrated Circuit Solution, Inc.",p-2024,card reader SD/MS DEMO board with Generic brand name (MaskROM version),,,,,,,,,,,,
d-0dda-2026,v-0dda,"Integrated Circuit Solution, Inc.",p-2026,USB2.0 Card Reader,,,,,,,,,,,,
d-0dda-2027,v-0dda,"Integrated Circuit Solution, Inc.",p-2027,USB 2.0 Card Reader,,,,,,,,,,,,
d-0dda-2315,v-0dda,"Integrated Circuit Solution, Inc.",p-2315,UFD MP3 player (model 2),,,,,,,,,,,,
d-0dda-2318,v-0dda,"Integrated Circuit Solution, Inc.",p-2318,UFD MP3 player (model 1),,,,,,,,,,,,
d-0dda-2321,v-0dda,"Integrated Circuit Solution, Inc.",p-2321,UFD MP3 player,,,,,,,,,,,,
d-0dee-4010,v-0dee,Lifetime Memory Products,p-4010,Storage Adapter,,,,,,,,,,,,
d-0df4-0201,v-0df4,NET&SYS,p-0201,MNG-2005,,,,,,,,,,,,
d-0df6-0001,v-0df6,Sitecom Europe B.V.,p-0001,C-Media VOIP Device,,,,,,,,,,,,
d-0df6-0004,v-0df6,Sitecom Europe B.V.,p-0004,Bluetooth 2.0 Adapter 100m,,,,,,,,,,,,
d-0df6-0007,v-0df6,Sitecom Europe B.V.,p-0007,Bluetooth 2.0 Adapter 10m,,,,,,,,,,,,
d-0df6-000b,v-0df6,Sitecom Europe B.V.,p-000b,Bluetooth 2.0 Adapter DFU,,,,,,,,,,,,
d-0df6-000d,v-0df6,Sitecom Europe B.V.,p-000d,WL-168 Wireless Network Adapter 54g,,,,,,,,,,,,
d-0df6-0017,v-0df6,Sitecom Europe B.V.,p-0017,WL-182 Wireless-N Network USB Card,,,,,,,,,,,,
d-0df6-0019,v-0df6,Sitecom Europe B.V.,p-0019,Bluetooth 2.0 adapter 10m CN-512v2 001,,,,,,,,,,,,
d-0df6-001a,v-0df6,Sitecom Europe B.V.,p-001a,Bluetooth 2.0 adapter 100m CN-521v2 001,,,,,,,,,,,,
d-0df6-002b,v-0df6,Sitecom Europe B.V.,p-002b,WL-188 Wireless Network 300N USB Adapter,,,,,,,,,,,,
d-0df6-002c,v-0df6,Sitecom Europe B.V.,p-002c,WL-301 Wireless Network 300N USB Adapter,,,,,,,,,,,,
d-0df6-002d,v-0df6,Sitecom Europe B.V.,p-002d,WL-302 Wireless Network 300N USB dongle,,,,,,,,,,,,
d-0df6-0036,v-0df6,Sitecom Europe B.V.,p-0036,WL-603 Wireless Adapter,,,,,,,,,,,,
d-0df6-0039,v-0df6,Sitecom Europe B.V.,p-0039,WL-315 Wireless-N USB Adapter,,,,,,,,,,,,
d-0df6-003b,v-0df6,Sitecom Europe B.V.,p-003b,WL-321 Wireless USB Gaming Adapter 300N,,,,,,,,,,,,
d-0df6-003c,v-0df6,Sitecom Europe B.V.,p-003c,WL-323 Wireless-N USB Adapter,,,,,,,,,,,,
d-0df6-003d,v-0df6,Sitecom Europe B.V.,p-003d,WL-324 Wireless USB Adapter 300N,,,,,,,,,,,,
d-0df6-003e,v-0df6,Sitecom Europe B.V.,p-003e,WL-343 Wireless USB Adapter 150N X1,,,,,,,,,,,,
d-0df6-003f,v-0df6,Sitecom Europe B.V.,p-003f,WL-608 Wireless USB Adapter 54g,,,,,,,,,,,,
d-0df6-0040,v-0df6,Sitecom Europe B.V.,p-0040,WL-344 Wireless Adapter 300N X2 [Ralink RT3071],,,,,,,,,,,,
d-0df6-0041,v-0df6,Sitecom Europe B.V.,p-0041,WL-329 Wireless Dualband USB adapter 300N,,,,,,,,,,,,
d-0df6-0042,v-0df6,Sitecom Europe B.V.,p-0042,WL-345 Wireless USB adapter 300N X3,,,,,,,,,,,,
d-0df6-0045,v-0df6,Sitecom Europe B.V.,p-0045,WL-353 Wireless USB Adapter 150N Nano,,,,,,,,,,,,
d-0df6-0047,v-0df6,Sitecom Europe B.V.,p-0047,WL-352v1 Wireless USB Adapter 300N 002,,,,,,,,,,,,
d-0df6-0048,v-0df6,Sitecom Europe B.V.,p-0048,WL-349v1 Wireless Adapter 150N 002 [Ralink RT3070],,,,,,,,,,,,
d-0df6-004a,v-0df6,Sitecom Europe B.V.,p-004a,WL-358v1 Wireless Micro USB Adapter 300N X3 002,,,,,,,,,,,,
d-0df6-004b,v-0df6,Sitecom Europe B.V.,p-004b,WL-349v3 Wireless Micro Adapter 150N X1 [Realtek RTL8192SU],,,,,,,,,,,,
d-0df6-004c,v-0df6,Sitecom Europe B.V.,p-004c,WL-352 802.11n Adapter [Realtek RTL8191SU],,,,,,,,,,,,
d-0df6-0050,v-0df6,Sitecom Europe B.V.,p-0050,WL-349v4 Wireless Micro Adapter 150N X1 [Ralink RT3370],,,,,,,,,,,,
d-0df6-061c,v-0df6,Sitecom Europe B.V.,p-061c,LN-028 Network USB 2.0 Adapter,,,,,,,,,,,,
d-0df6-21f4,v-0df6,Sitecom Europe B.V.,p-21f4,44 St Bluetooth Device,,,,,,,,,,,,
d-0df6-2200,v-0df6,Sitecom Europe B.V.,p-2200,Sitecom bluetooth2.0 class 2 dongle CN-512,,,,,,,,,,,,
d-0df6-2208,v-0df6,Sitecom Europe B.V.,p-2208,Sitecom bluetooth2.0 class 2 dongle CN-520,,,,,,,,,,,,
d-0df6-2209,v-0df6,Sitecom Europe B.V.,p-2209,Sitecom bluetooth2.0 class 1 dongle CN-521,,,,,,,,,,,,
d-0df6-9071,v-0df6,Sitecom Europe B.V.,p-9071,WL-113 rev 1 Wireless Network USB Adapter,,,,,,,,,,,,
d-0df6-9075,v-0df6,Sitecom Europe B.V.,p-9075,WL-117 Hi-Speed USB Adapter,,,,,,,,,,,,
d-0df6-90ac,v-0df6,Sitecom Europe B.V.,p-90ac,WL-172 Wireless Network USB Adapter 54g Turbo,,,,,,,,,,,,
d-0df6-9712,v-0df6,Sitecom Europe B.V.,p-9712,WL-113 rev 2 Wireless Network USB Adapter,,,,,,,,,,,,
